CONTROL,JJOBCOMP,JJOBCOMPYR,JJOBCOST,JJOBDIY,JJOBFUNDS,JJOBTYPE,JJOBWORKYR,JOBTYPE,JOBDIY,JOBCOST,JOBCOMP,JOBCOMPYR,JOBWORKYR,JOBFUNDS
'11058461','0','0','0','0','0','0','0','24','1',350,'1','1','-6','1'
'11058461','0','0','0','0','0','0','0','26','2',25900,'1','3','-6','1'
'11058461','0','0','0','0','0','0','0','32','2',8000,'1','2','-6','1'
'11058461','0','0','0','0','0','0','0','33','2',2000,'1','3','-6','1'
'11058465','0','0','0','0','0','0','0','16','2',5000,'1','2','-6','1'
'11058465','0','0','2','0','0','0','0','35','2',2200,'1','3','-6','1'
'11058469','0','0','0','0','0','0','0','12','1',10000,'1','1','-6','5'
'11058469','0','0','0','0','0','0','0','22','1',2000,'1','1','-6','5'
'11058469','0','0','0','0','0','0','0','29','1',500,'1','3','-6','1'
'11058472','0','0','0','0','0','0','0','36','2',2500,'1','3','-6','1'
'11058478','0','0','0','0','0','0','0','18','2',280,'1','2','-6','1'
'11058478','0','0','0','0','0','0','0','24','1',100,'1','2','-6','1'
'11058478','0','0','0','0','0','0','0','32','2',100,'1','2','-6','1'
'11058478','0','0','0','0','0','0','0','33','2',2500,'1','3','-6','1'
'11058483','0','0','0','0','0','0','0','18','1',250,'1','2','-6','1'
'11058483','0','0','0','0','0','0','0','20','2',2900,'1','2','-6','1'
'11058483','0','0','0','0','0','0','0','23','1',500,'1','1','-6','1'
'11058483','0','0','0','0','0','0','0','36','2',980,'1','2','-6','1'
'11058488','0','0','0','0','0','0','0','29','1',2000,'1','3','-6','1'
'11058489','0','0','0','0','0','0','0','16','2',750,'1','3','-6','1'
'11058489','0','0','0','0','0','0','0','18','2',2000,'1','3','-6','1'
'11058489','0','0','0','0','0','0','0','19','2',0,'1','3','-6','6'
'11058489','0','0','0','0','0','0','0','25','2',1200,'1','3','-6','1'
'11058489','0','0','0','0','0','0','0','30','2',1700,'1','3','-6','5'
'11058489','0','0','0','0','0','0','0','33','2',2200,'1','3','-6','1'
'11058490','0','0','0','0','0','0','0','34','1',3000,'1','2','-6','1'
'11058492','0','0','0','0','0','0','0','25','2',10000,'1','3','-6','3'
'11058493','0','0','0','0','0','0','0','24','2',800,'1','1','-6','1'
'11058493','0','0','0','0','0','0','0','26','2',4000,'1','3','-6','1'
'11058493','0','0','0','0','0','0','0','27','2',4000,'1','3','-6','1'
'11058502','0','0','0','0','0','0','0','26','2',19500,'1','3','-6','1'
'11058502','0','0','0','0','0','0','0','27','2',190,'1','3','-6','1'
'11058502','0','0','0','0','0','0','0','29','2',190,'1','3','-6','1'
'11058502','0','0','0','0','0','0','0','32','2',1300,'1','1','-6','1'
'11058502','0','0','0','0','0','0','0','34','2',7200,'1','3','-6','1'
'11058511','0','0','0','0','0','0','0','24','1',200,'1','3','-6','7'
'11058511','0','0','0','0','0','0','0','33','1',5000,'2','-6','3','5'
'11058515','0','0','0','0','0','0','0','30','2',500,'1','2','-6','1'
'11058524','0','0','0','0','0','0','0','18','2',4200,'1','1','-6','2'
'11058524','0','0','0','0','0','0','0','22','2',450,'1','1','-6','2'
'11058525','0','0','0','0','0','0','0','30','1',400,'1','2','-6','1'
'11058537','0','0','0','0','0','0','0','18','2',18000,'1','3','-6','7'
'11058539','0','0','0','0','0','0','0','26','2',5000,'1','2','-6','7'
'11058539','0','0','2','0','0','0','0','37','2',2300,'1','2','-6','5'
'11058542','0','0','0','0','0','0','0','12','2',15000,'1','3','-6','1'
'11058542','0','0','2','0','0','0','0','20','2',5000,'1','2','-6','1'
'11058542','0','0','2','0','0','0','0','22','2',2000,'1','3','-6','1'
'11058542','0','0','2','0','0','0','0','23','2',3000,'1','3','-6','1'
'11058544','0','0','0','0','0','0','0','18','2',1500,'1','3','-6','1'
'11058555','0','0','0','0','0','0','0','15','1',500,'1','3','-6','1'
'11058555','0','0','0','0','0','0','0','25','1',1000,'1','3','-6','1'
'11058555','0','0','0','0','0','0','0','33','1',100,'1','3','-6','1'
'11058556','0','0','0','0','0','0','0','25','2',5000,'1','3','-6','4'
'11058559','0','0','0','0','0','0','0','25','2',1800,'1','2','-6','1'
'11058561','0','0','0','0','0','0','0','24','2',1000,'1','2','-6','1'
'11058561','0','0','0','0','0','0','0','29','2',1500,'1','2','-6','7'
'11058561','0','0','0','0','0','0','0','02','2',20600,'1','2','-6','4'
'11058563','0','0','2','0','0','0','0','16','2',4500,'1','1','-6','-9'
'11058563','0','0','2','0','0','0','0','22','1',210,'1','1','-6','-9'
'11058563','0','0','0','0','0','0','0','28','1',17100,'1','3','-6','1'
'11058565','0','0','0','0','0','0','0','14','2',35200,'2','-6','3','7'
'11058565','0','0','0','0','0','0','0','18','1',1800,'1','3','-6','5'
'11058565','0','0','0','0','0','0','0','20','1',0,'1','3','-6','7'
'11058565','0','0','0','0','0','0','0','23','2',7500,'1','3','-6','5'
'11058565','0','0','0','0','0','0','0','25','2',800,'1','3','-6','5'
'11058565','0','0','0','0','0','0','0','33','2',900,'1','3','-6','1'
'11058565','0','0','0','0','0','0','0','34','2',6000,'2','-6','3','6'
'11058565','0','0','0','0','0','0','0','35','1',1700,'1','3','-6','6'
'11058569','0','0','0','0','0','0','0','35','2',2200,'1','3','-6','1'
'11058570','0','0','0','0','0','0','0','18','2',3000,'1','1','-6','1'
'11058570','0','0','0','0','0','0','0','23','2',3500,'1','2','-6','1'
'11058570','0','0','0','0','0','0','0','25','2',500,'1','3','-6','1'
'11058573','0','0','0','0','0','0','0','25','1',600,'1','3','-6','1'
'11058573','0','0','0','0','0','0','0','36','1',500,'1','3','-6','1'
'11058574','0','0','0','0','0','0','0','11','1',2000,'1','1','-6','1'
'11058574','0','0','0','0','0','0','0','29','1',750,'1','2','-6','1'
'11058574','0','0','0','0','0','0','0','30','1',350,'1','1','-6','1'
'11058575','0','0','2','0','0','0','0','09','2',6900,'1','1','-6','1'
'11058575','0','0','2','0','0','0','0','12','1',1800,'2','-6','3','1'
'11058585','0','0','0','0','0','0','0','12','1',3000,'1','3','-6','1'
'11058585','0','0','0','0','0','0','0','13','1',3000,'1','3','-6','1'
'11058585','0','0','0','0','0','0','0','14','1',6000,'2','-6','3','1'
'11058585','0','0','2','0','0','0','0','22','1',210,'1','3','-6','1'
'11058585','0','0','0','0','0','0','0','25','1',2000,'1','3','-6','1'
'11058585','0','0','0','0','0','0','0','32','1',1000,'1','3','-6','1'
'11058586','0','0','0','0','0','0','0','27','2',6000,'1','2','-6','6'
'11058588','0','0','0','0','0','0','0','18','2',500,'1','2','-6','1'
'11058588','0','0','2','0','0','0','0','25','1',830,'1','2','-6','1'
'11058588','0','0','0','0','0','0','0','29','1',400,'1','3','-6','1'
'11058588','0','0','0','0','0','0','0','36','1',300,'1','3','-6','1'
'11058589','0','0','0','0','0','0','0','36','1',200,'1','2','-6','1'
'11058600','0','0','0','0','0','0','0','20','2',1000,'1','2','-6','1'
'11058602','0','0','0','0','0','0','0','13','2',10000,'1','3','-6','1'
'11058602','0','0','0','0','0','0','0','22','2',0,'1','3','-6','7'
'11058602','0','0','0','0','0','0','0','25','2',4500,'1','3','-6','1'
'11058603','0','0','0','0','0','0','0','21','2',4000,'1','-9','-6','4'
'11058603','0','0','0','0','0','0','0','36','2',20,'1','3','-6','1'
'11058614','0','0','0','0','0','0','0','13','2',5000,'1','3','-6','1'
'11058614','0','0','0','0','0','0','0','25','2',1500,'1','3','-6','1'
'11058614','0','0','0','0','0','0','0','29','2',1000,'1','2','-6','1'
'11058614','0','0','0','0','0','0','0','33','2',1000,'1','2','-6','1'
'11058615','0','0','0','0','0','0','0','15','2',1800,'1','3','-6','7'
'11058615','0','0','0','0','0','0','0','16','2',10000,'1','3','-6','7'
'11058615','0','0','2','0','0','0','0','18','2',1300,'1','3','-6','7'
'11058615','0','0','0','0','0','0','0','22','2',230,'1','1','-6','1'
'11058615','0','0','2','0','0','0','0','33','2',1300,'1','3','-6','7'
'11058616','0','0','0','0','0','0','0','21','2',4000,'1','1','-6','1'
'11058616','0','0','0','0','0','0','0','36','2',200,'1','3','-6','1'
'11058621','0','0','2','0','0','0','0','32','2',2700,'1','3','-6','1'
'11058623','0','0','0','0','0','0','0','18','2',1000,'1','3','-6','1'
'11058627','0','0','2','2','0','0','0','19','2',3200,'-9','-6','-9','-9'
'11058631','0','0','0','0','0','0','0','26','2',7000,'1','2','-6','3'
'11058631','0','0','0','0','0','0','0','27','2',5000,'1','2','-6','3'
'11058631','0','0','0','0','0','0','0','29','2',2000,'1','3','-6','3'
'11058634','0','0','0','0','0','0','0','24','1',150,'1','2','-6','1'
'11058643','0','0','0','0','0','0','0','25','2',0,'1','-9','-6','1'
'11058643','0','0','0','0','0','0','0','32','2',7000,'1','3','-6','1'
'11058643','0','0','0','0','0','0','0','36','2',3000,'1','3','-6','1'
'11058647','0','0','2','0','0','0','0','29','2',1600,'1','-9','-6','1'
'11058647','0','0','0','0','0','0','0','36','1',500,'1','3','-6','7'
'11058658','0','0','0','0','0','0','0','22','1',100,'1','3','-6','1'
'11058658','0','0','0','0','0','0','0','26','2',4000,'1','3','-6','5'
'11058658','0','0','0','0','0','0','0','27','2',3000,'1','3','-6','5'
'11058658','0','0','0','0','0','0','0','33','1',300,'1','2','-6','5'
'11058661','0','0','2','0','0','0','0','10','2',38500,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','13','2',27500,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','18','2',6900,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','20','2',4600,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','21','2',3200,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','22','2',1800,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','23','2',3700,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','25','2',9200,'1','3','-6','3'
'11058661','0','0','2','0','0','0','0','30','2',3700,'1','3','-6','3'
'11058661','0','0','0','0','0','0','0','36','1',500,'1','3','-6','1'
'11058665','0','0','0','0','0','0','0','25','2',4000,'1','3','-6','1'
'11058665','0','0','0','0','0','0','0','33','2',5000,'1','1','-6','1'
'11058671','0','0','0','0','0','0','0','15','1',1000,'1','1','-6','1'
'11058671','0','0','0','0','0','0','0','30','1',130,'1','3','-6','1'
'11058683','0','0','0','0','0','0','0','24','1',150,'1','3','-6','1'
'11058684','0','0','0','0','0','0','0','12','1',3500,'2','-6','3','1'
'11058684','0','0','0','0','0','0','0','23','1',700,'1','3','-6','1'
'11058684','0','0','0','0','0','0','0','29','1',250,'1','3','-6','1'
'11058684','0','0','0','0','0','0','0','30','1',60,'1','3','-6','1'
'11058684','0','0','0','0','0','0','0','33','1',700,'2','-6','3','1'
'11058692','0','0','0','0','0','0','0','30','2',800,'1','3','-6','1'
'11058692','0','0','0','0','0','0','0','33','2',3000,'1','2','-6','1'
'11058692','0','0','0','0','0','0','0','36','1',1500,'1','3','-6','1'
'11058693','0','0','0','0','0','0','0','36','1',500,'1','3','-6','1'
'11058697','0','0','0','0','0','0','0','37','2',700,'1','3','-6','1'
'11058699','0','0','0','0','0','0','0','26','2',2000,'1','2','-6','1'
'11058699','0','0','0','0','0','0','0','27','2',2000,'1','2','-6','1'
'11058704','0','0','0','0','0','0','0','33','1',2000,'1','2','-6','5'
'11058705','0','0','0','0','0','0','0','12','2',5000,'1','2','-6','1'
'11058705','0','0','0','0','0','0','0','13','2',5000,'1','2','-6','1'
'11058705','0','0','0','0','0','0','0','25','2',5000,'1','2','-6','1'
'11058705','0','0','0','0','0','0','0','30','2',800,'1','2','-6','5'
'11058706','0','0','2','0','0','0','0','12','2',9600,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','14','2',14100,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','15','2',8000,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','16','2',12000,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','17','2',7200,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','18','2',4000,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','19','2',3200,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','20','2',2400,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','21','2',1900,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','22','2',960,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','23','2',1600,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','24','2',640,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','25','2',4800,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','26','2',8000,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','27','2',5100,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','28','2',18200,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','29','2',1600,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','30','2',800,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','34','2',13400,'1','1','-6','1'
'11058706','0','0','2','0','0','0','0','36','2',3200,'1','1','-6','1'
'11058708','0','0','0','0','0','0','0','22','2',300,'1','2','-6','1'
'11058708','0','0','0','0','0','0','0','26','2',8000,'1','2','-6','1'
'11058708','0','0','0','0','0','0','0','29','2',250,'1','2','-6','1'
'11058708','0','0','0','0','0','0','0','06','2',101000,'1','3','-6','1'
'11058717','0','0','0','0','0','0','0','26','2',7000,'1','3','-6','7'
'11058720','0','0','2','0','0','0','0','12','2',6000,'1','2','-6','1'
'11058720','0','0','2','0','0','0','0','18','2',2500,'1','3','-6','1'
'11058720','0','0','2','0','0','0','0','25','2',3000,'1','3','-6','1'
'11058720','0','0','2','0','0','0','0','29','2',1000,'1','3','-6','1'
'11058725','0','0','0','0','0','0','0','12','1',400,'1','3','-6','1'
'11058725','0','0','0','0','0','0','0','22','1',250,'1','3','-6','1'
'11058728','0','0','0','0','0','0','0','24','2',700,'1','1','-6','1'
'11058728','0','0','0','0','0','0','0','06','2',1000,'2','-6','3','1'
'11058744','0','0','0','0','0','0','0','07','1',12000,'1','1','-6','1'
'11058744','0','0','0','0','0','0','0','16','2',500,'1','3','-6','1'
'11058744','0','0','0','0','0','0','0','25','2',2400,'1','3','-6','1'
'11058744','0','0','0','0','0','0','0','30','2',600,'1','2','-6','1'
'11058744','0','0','0','0','0','0','0','36','1',500,'1','3','-6','5'
'11058744','0','0','0','0','0','0','0','31','2',2800,'1','2','-6','4'
'11058745','0','0','2','0','0','0','0','29','1',420,'1','1','-6','1'
'11058748','0','0','0','0','0','0','0','32','1',100,'1','1','-6','1'
'11058748','0','0','0','0','0','0','0','02','2',3900,'1','2','-6','7'
'11058754','0','0','0','0','0','0','0','18','2',15000,'1','3','-6','1'
'11058754','0','0','0','0','0','0','0','06','2',20000,'2','-6','3','7'
'11058777','0','0','0','0','0','0','0','30','2',200,'1','2','-6','1'
'11058777','0','0','0','0','0','0','0','36','1',6000,'2','-6','3','1'
'11058783','0','0','0','0','0','0','0','26','1',1700,'1','2','-6','5'
'11058783','0','0','0','0','0','0','0','27','1',300,'1','2','-6','5'
'11058783','0','0','0','0','0','0','0','31','1',300,'1','3','-6','5'
'11058783','0','0','0','0','0','0','0','31','1',400,'1','3','-6','5'
'11058788','0','0','0','0','0','0','0','16','2',7000,'1','1','-6','1'
'11058788','0','0','0','0','0','0','0','17','1',5000,'1','1','-6','1'
'11058799','0','0','0','0','0','0','0','25','2',10000,'1','3','-6','5'
'11058800','0','0','0','0','0','0','0','24','2',350,'1','1','-6','1'
'11058801','0','0','0','0','0','0','0','12','2',5000,'1','-9','-6','1'
'11058801','0','0','0','0','0','0','0','13','2',10000,'1','-9','-6','1'
'11058801','0','0','0','0','0','0','0','29','2',2000,'1','-9','-6','1'
'11058807','0','0','0','0','0','0','0','25','1',2800,'1','2','-6','1'
'11058807','0','0','0','0','0','0','0','29','1',1500,'1','1','-6','1'
'11058807','0','0','0','0','0','0','0','02','2',7000,'1','2','-6','1'
'11058819','0','0','0','0','0','0','0','30','1',900,'1','3','-6','1'
'11058821','0','0','0','0','0','0','0','19','1',700,'1','1','-6','1'
'11058821','0','0','0','0','0','0','0','25','2',2500,'1','1','-6','1'
'11058821','0','0','0','0','0','0','0','36','1',1200,'1','3','-6','1'
'11058821','0','0','0','0','0','0','0','02','1',4000,'1','1','-6','1'
'11058823','0','0','0','0','0','0','0','16','1',7000,'1','2','-6','1'
'11058832','0','0','0','0','0','0','0','25','1',5000,'1','1','-6','1'
'11058832','0','0','0','0','0','0','0','26','1',600,'1','2','-6','1'
'11058833','0','0','0','0','0','0','0','25','2',7000,'1','2','-6','1'
'11058833','0','0','0','0','0','0','0','29','2',2000,'1','3','-6','1'
'11058837','0','0','0','0','0','0','0','13','2',97000,'1','3','-6','1'
'11058837','0','0','0','0','0','0','0','31','2',79000,'1','3','-6','1'
'11058844','0','0','0','0','0','0','0','16','2',8000,'1','1','-6','4'
'11058844','0','0','0','0','0','0','0','26','2',6000,'1','2','-6','1'
'11058852','0','0','0','0','0','0','0','12','2',5000,'1','1','-6','3'
'11058852','0','0','2','0','0','0','0','18','2',11800,'1','1','-6','3'
'11058852','0','0','2','0','0','0','0','22','2',3200,'1','1','-6','3'
'11058855','0','0','0','0','0','0','0','21','2',13000,'1','1','-6','1'
'11058855','0','0','0','0','0','0','0','02','2',12000,'1','1','-6','4'
'11058855','0','0','0','0','0','0','0','31','2',1800,'1','3','-6','1'
'11058856','0','0','0','0','0','0','0','25','1',20000,'1','2','-6','4'
'11058856','0','0','2','0','0','0','0','26','2',6000,'1','2','-6','4'
'11058856','0','0','2','0','0','0','0','33','2',3000,'1','2','-6','4'
'11058856','0','0','2','0','0','0','0','36','2',2400,'1','2','-6','4'
'11058856','0','0','0','0','0','0','0','05','2',160000,'1','2','-6','4'
'11058858','0','0','0','0','0','0','0','25','2',4000,'1','2','-6','1'
'11058862','0','0','0','0','0','0','0','12','1',3500,'1','2','-6','1'
'11058862','0','0','0','0','0','0','0','17','2',20000,'2','-6','3','5'
'11058862','0','0','0','0','0','0','0','22','1',1300,'1','2','-6','1'
'11058862','0','0','0','0','0','0','0','24','1',400,'1','1','-6','1'
'11058862','0','0','0','0','0','0','0','25','1',700,'1','2','-6','1'
'11058865','0','0','0','0','0','0','0','12','1',1700,'1','3','-6','1'
'11058865','0','0','0','0','0','0','0','15','2',1400,'1','3','-6','1'
'11058865','0','0','0','0','0','0','0','18','1',100,'1','3','-6','1'
'11058865','0','0','0','0','0','0','0','21','1',200,'1','3','-6','1'
'11058865','0','0','0','0','0','0','0','23','1',200,'1','3','-6','1'
'11058865','0','0','0','0','0','0','0','29','1',800,'1','3','-6','1'
'11058868','0','0','0','0','0','0','0','30','1',70,'1','1','-6','5'
'11058868','0','0','0','0','0','0','0','32','1',300,'1','2','-6','5'
'11058868','0','0','0','0','0','0','0','36','1',500,'1','1','-6','5'
'11058873','0','0','0','0','0','0','0','36','1',1000,'1','3','-6','1'
'11058874','0','0','0','0','0','0','0','22','1',310,'1','2','-6','1'
'11058878','0','0','0','0','0','0','0','29','1',1500,'1','2','-6','5'
'11058878','0','0','0','0','0','0','0','36','1',240,'1','3','-6','1'
'11058892','0','0','0','0','0','0','0','12','1',300,'1','3','-6','1'
'11058892','0','0','0','0','0','0','0','18','2',7000,'1','2','-6','1'
'11058892','0','0','0','0','0','0','0','20','1',70,'1','2','-6','1'
'11058892','0','0','0','0','0','0','0','22','1',300,'1','3','-6','1'
'11058892','0','0','0','0','0','0','0','25','1',430,'1','2','-6','1'
'11058892','0','0','0','0','0','0','0','32','1',50,'1','3','-6','1'
'11058892','0','0','0','0','0','0','0','35','1',880,'1','2','-6','1'
'11058894','0','0','0','0','0','0','0','13','2',800,'1','2','-6','-9'
